Switched-In;Switched-Out;CPU;PID;TID;Comm;Runtime;Time Out-In;Time Out-Out;Time In-In;Time In-Out
4675.065174604;4675.065988537;0;48165;48168;ThreadPoolForeg;813933;11468906;12282839;11817423;12631356
4675.065977957;4675.066111542;10;48165;48171;Compositor;133585;730057;863642;757042;890627
4675.066144349;4675.066164017;14;48165;48169;Chrome_ChildIOT;19668;3103723;3123391;3183734;3203402
4675.066190114;4675.066237706;17;4140;4230;Chrome_ChildIOT;47592;14074127;14121719;14161583;14209175
4675.066277576;4675.066296771;14;48165;48169;Chrome_ChildIOT;19195;113559;132754;133227;152422
4675.066294385;4675.066336287;10;48165;48171;Compositor;41902;182843;224745;316428;358330
4675.066357791;4675.066376105;17;4140;4230;Chrome_ChildIOT;18314;120085;138399;167677;185991
4675.066518574;4675.066534239;14;48165;48169;Chrome_ChildIOT;15665;221803;237468;240998;256663
4675.066532312;4675.066544380;10;48165;48171;Compositor;12068;196025;208093;237927;249995
4675.066408412;4675.066565406;12;4140;4232;VizCompositorTh;156994;14079235;14236229;14257253;14414247
4675.066605089;4675.066621690;14;48165;48169;Chrome_ChildIOT;16601;70850;87451;86515;103116
4675.066619357;4675.066628596;10;48165;48171;Compositor;9239;74977;84216;87045;96284
4675.066254725;4675.067126009;8;4140;4140;chromium;871284;79699632;80570916;79794196;80665480
4675.067131465;4675.067138241;20;48263;48263;kworker/u64:9;6776;40476899;40483675;40501626;40508402
4675.067160205;4675.067170392;8;4140;4140;chromium;10187;34196;44383;905480;915667
4675.067155147;4675.067175268;12;4140;4232;VizCompositorTh;20121;589741;609862;746735;766856
4675.067104235;4675.067187969;9;3959;3959;Xwayland;83734;80642326;80726060;80662717;80746451
4675.067187328;4675.067192983;8;4140;4140;chromium;5655;16936;22591;27123;32778
4675.067193434;4675.067197854;9;3959;3959;Xwayland;4420;5465;9885;89199;93619
4675.067197617;4675.067201924;8;4140;4140;chromium;4307;4634;8941;10289;14596
4675.067202302;4675.067207083;9;3959;3959;Xwayland;4781;4448;9229;8868;13649
4675.064949643;4675.067218341;11;48165;48165;chromium;2268698;112464;2381162;11080838;13349536
4675.067206789;4675.067236120;8;4140;4140;chromium;29331;4865;34196;9172;38503
4675.067236227;4675.067238785;20;48263;48263;kworker/u64:9;2558;97986;100544;104762;107320
4675.067232823;4675.067276955;0;2376;2376;gnome-shell;44132;77503151;77547283;77691106;77735238
4675.058387524;4675.068210502;16;48165;48167;ThreadPoolForeg;9822978;4176323;13999301;4241748;14064726
4675.070185679;4675.070196553;20;49599;49599;kworker/20:1;10874;43495651;43506525;43531113;43541987
4675.070247453;4675.070252272;23;16;16;rcu_preempt;4819;12069288;12074107;12085107;12089926
4675.070399440;4675.070406055;20;48263;48263;kworker/u64:9;6615;3160655;3167270;3163213;3169828
4675.074533671;4675.074563274;12;7180;7180;kitty;29603;50034018;50063621;50081620;50111223
4675.074913130;4675.074927928;20;49599;49599;kworker/20:1;14798;4716577;4731375;4727451;4742249
4675.074974768;4675.075138974;0;2376;2376;gnome-shell;164206;7697813;7862019;7741945;7906151
4675.075167277;4675.075210235;9;3959;3959;Xwayland;42958;7960194;8003152;7964975;8007933
4675.078178112;4675.078197430;23;16;16;rcu_preempt;19318;7925840;7945158;7930659;7949977
4675.085291333;4675.085431608;12;4140;4232;VizCompositorTh;140275;18116065;18256340;18136186;18276461
4675.085349529;4675.085441246;8;4140;4140;chromium;91717;18113409;18205126;18142740;18234457
4675.085439865;4675.085451591;20;48263;48263;kworker/u64:9;11726;15033810;15045536;15040425;15052151
4675.085463362;4675.085475490;16;308;308;kworker/u65:0;12128;95905754;95917882;95944124;95956252
4675.084257612;4675.085502943;0;2376;2376;gnome-shell;1245331;9118638;10363969;9282844;10528175
4675.085446109;4675.085533526;9;3959;3959;Xwayland;87417;10235874;10323291;10278832;10366249
4675.085493266;4675.085540469;8;4140;4140;chromium;47203;52020;99223;143737;190940
4675.085482816;4675.085559171;14;48165;48169;Chrome_ChildIOT;76355;18861126;18937481;18877727;18954082
4675.085543107;4675.085563119;9;3959;3959;Xwayland;20012;9581;29593;96998;117010
4675.085561888;4675.085585749;8;4140;4140;chromium;23861;21419;45280;68622;92483
4675.085587901;4675.085607207;9;3959;3959;Xwayland;19306;24782;44088;44794;64100
4675.085605801;4675.085626165;8;4140;4140;chromium;20364;20052;40416;43913;64277
4675.085628015;4675.085648198;9;3959;3959;Xwayland;20183;20808;40991;40114;60297
4675.085646573;4675.085745144;8;4140;4140;chromium;98571;20408;118979;40772;139343
4675.085603055;4675.085754148;10;48165;48171;Compositor;151093;18974459;19125552;18983698;19134791
4675.085765220;4675.085844141;12;4140;4232;VizCompositorTh;78921;333612;412533;473887;552808
4675.087700668;4675.087716513;20;49599;49599;kworker/20:1;15845;12772740;12788585;12787538;12803383
4675.087763539;4675.087814887;16;308;308;kworker/u65:0;51348;2288049;2339397;2300177;2351525
4675.088277439;4675.088372029;10;48165;48171;Compositor;94590;2523291;2617881;2674384;2768974
4675.088401270;4675.088500447;8;3902;3957;Chrome_IOThread;99177;25180663;25279840;25329316;25428493
4675.088555829;4675.088732471;18;3902;3902;chromium;176642;25075538;25252180;25322218;25498860
4675.088875046;4675.088915977;10;48165;48171;Compositor;40931;503017;543948;597607;638538
4675.089499724;4675.089532048;16;308;308;kworker/u65:0;32324;1684837;1717161;1736185;1768509
4675.089532048;4675.089566971;16;403;403;kworker/16:1H;34923;99938922;99973845;99974440;100009363
4675.089524482;4675.089711628;0;2376;2376;gnome-shell;187146;4021539;4208685;5266870;5454016
4675.085723127;4675.091079715;11;48165;48165;chromium;5356588;18504786;23861374;20773484;26130072
4675.091079609;4675.091529969;10;48165;48171;Compositor;450360;2163632;2613992;2204563;2654923
4675.091649169;4675.091687137;10;48165;48171;Compositor;37968;119200;157168;569560;607528
4675.091578461;4675.093209242;16;48165;48167;ThreadPoolForeg;1630781;23367959;24998740;33190937;34821718
4675.093191327;4675.093679172;10;48165;48171;Compositor;487845;1504190;1992035;1542158;2030003
4675.093716201;4675.093808532;14;48165;48169;Chrome_ChildIOT;92331;8157030;8249361;8233385;8325716
4675.093850515;4675.094020354;17;4140;4230;Chrome_ChildIOT;169839;27474410;27644249;27492724;27662563
4675.094046910;4675.094164715;14;48165;48169;Chrome_ChildIOT;117805;238378;356183;330709;448514
4675.094157193;4675.094363264;10;48165;48171;Compositor;206071;478021;684092;965866;1171937
4675.094352674;4675.094449614;17;4140;4230;Chrome_ChildIOT;96940;332320;429260;502159;599099
4675.094796090;4675.094877240;14;48165;48169;Chrome_ChildIOT;81150;631375;712525;749180;830330
4675.094868602;4675.094920617;10;48165;48171;Compositor;52015;505338;557353;711409;763424
4675.094482167;4675.095031326;12;4140;4232;VizCompositorTh;549159;8638026;9187185;8716947;9266106
4675.095049679;4675.095126310;14;48165;48169;Chrome_ChildIOT;76631;172439;249070;253589;330220
4675.095115559;4675.095158226;10;48165;48171;Compositor;42667;194942;237609;246957;289624
4675.091235579;4675.096092501;11;48165;48165;chromium;4856922;155864;5012786;5512452;10369374
4675.096362977;4675.096389690;20;48263;48263;kworker/u64:9;26713;10911386;10938099;10923112;10949825
4675.094005475;4675.096458642;8;4140;4140;chromium;2453167;8260331;10713498;8358902;10812069
4675.096555276;4675.096590522;8;4140;4140;chromium;35246;96634;131880;2549801;2585047
4675.096398839;4675.096646361;9;3959;3959;Xwayland;247522;10750641;10998163;10770824;11018346
4675.096642867;4675.096660889;8;4140;4140;chromium;18022;52345;70367;87591;105613
4675.096664930;4675.096685581;9;3959;3959;Xwayland;20651;18569;39220;266091;286742
4675.096683259;4675.096698413;8;4140;4140;chromium;15154;22370;37524;40392;55546
4675.096699640;4675.096712658;9;3959;3959;Xwayland;13018;14059;27077;34710;47728
4675.096716164;4675.096774799;12;4140;4232;VizCompositorTh;58635;1684838;1743473;2233997;2292632
4675.096710576;4675.096782404;8;4140;4140;chromium;71828;12163;83991;27317;99145
4675.096717305;4675.096829162;0;2376;2376;gnome-shell;111857;7005677;7117534;7192823;7304680
4675.098150711;4675.098159544;23;16;16;rcu_preempt;8833;19953281;19962114;19972599;19981432
4675.097976920;4675.098210258;2;4144;4150;Chrome_ChildIOT;233338;43545744;43779082;43617288;43850626
4675.098235170;4675.098293776;14;48165;48169;Chrome_ChildIOT;58606;3108860;3167466;3185491;3244097
4675.098475654;4675.098521181;2;4144;4150;Chrome_ChildIOT;45527;265396;310923;498734;544261
4675.098329737;4675.098725131;11;48165;48165;chromium;395394;2237236;2632630;7094158;7489552
4675.099770602;4675.099787080;20;49599;49599;kworker/20:1;16478;12054089;12070567;12069934;12086412
4675.101644909;4675.101769928;2;4144;4150;Chrome_ChildIOT;125019;3123728;3248747;3169255;3294274
4675.104496742;4675.104522319;20;49599;49599;kworker/20:1;25577;4709662;4735239;4726140;4751717
4675.104576052;4675.104780286;0;2376;2376;gnome-shell;204234;7746890;7951124;7858747;8062981
4675.104803511;4675.104856325;9;3959;3959;Xwayland;52814;8090853;8143667;8103871;8156685
4675.106182572;4675.106198816;23;16;16;rcu_preempt;16244;8023028;8039272;8031861;8048105
4675.104767080;4675.115668541;11;48165;48165;chromium;10901461;6041949;16943410;6437343;17338804
4675.116901885;4675.117736079;0;2376;2376;gnome-shell;834194;12121599;12955793;12325833;13160027
4675.117748481;4675.117755048;16;308;308;kworker/u65:0;6567;28216433;28223000;28248757;28255324
4675.117765103;4675.117799098;9;3959;3959;Xwayland;33995;12908778;12942773;12961592;12995587
4675.118892440;4675.118968757;12;4140;4232;VizCompositorTh;76317;22117641;22193958;22176276;22252593
4675.118992178;4675.119039159;14;48165;48169;Chrome_ChildIOT;46981;20698402;20745383;20757008;20803989
4675.119076017;4675.119195376;10;48165;48171;Compositor;119359;23917791;24037150;23960458;24079817
4675.119883847;4675.119950675;8;4140;4140;chromium;66828;23101443;23168271;23173271;23240099
4675.119953306;4675.119989422;9;3959;3959;Xwayland;36116;2154208;2190324;2188203;2224319
4675.119982657;4675.120006526;8;4140;4140;chromium;23869;31982;55851;98810;122679
4675.120007657;4675.120019870;9;3959;3959;Xwayland;12213;18235;30448;54351;66564
4675.120018781;4675.120031264;8;4140;4140;chromium;12483;12255;24738;36124;48607
4675.120031873;4675.120043674;9;3959;3959;Xwayland;11801;12003;23804;24216;36017
4675.120042870;4675.120054409;8;4140;4140;chromium;11539;11606;23145;24089;35628
4675.120055252;4675.120067076;9;3959;3959;Xwayland;11824;11578;23402;23379;35203
4675.120089130;4675.120099476;20;49599;49599;kworker/20:1;10346;15566811;15577157;15592388;15602734
4675.120142288;4675.120263775;16;308;308;kworker/u65:0;121487;2387240;2508727;2393807;2515294
4675.120066270;4675.120286850;8;4140;4140;chromium;220580;11861;232441;23400;243980
4675.120233514;4675.120290706;10;48165;48171;Compositor;57192;1038138;1095330;1157497;1214689
4675.120282310;4675.120353064;16;3902;3957;Chrome_IOThread;70754;31781863;31852617;31881040;31951794
4675.120310320;4675.120364727;12;4140;4232;VizCompositorTh;54407;1341563;1395970;1417880;1472287
4675.120375592;4675.120482621;18;3902;3902;chromium;107029;31643121;31750150;31819763;31926792
4675.119125841;4675.122299415;11;48165;48165;chromium;3173574;3457300;6630874;14358761;17532335
4675.122299167;4675.122490513;10;48165;48171;Compositor;191346;2008461;2199807;2065653;2256999
4675.122574311;4675.122593338;10;48165;48171;Compositor;19027;83798;102825;275144;294171
4675.122540853;4675.122753581;16;48165;48167;ThreadPoolForeg;212728;29331611;29544339;30962392;31175120
4675.122749509;4675.122766715;20;308;308;kworker/u65:0;17206;2485734;2502940;2607221;2624427
4675.122766715;4675.122784346;20;407;407;kworker/20:1H;17631;7377953290;7377970921;7377974816;7377992447
4675.122741465;4675.122787058;10;48165;48171;Compositor;45593;148127;193720;167154;212747
4675.122787058;4675.122805110;10;46;46;migration/10;18052;964873381;964891433;964934802;964952854
4675.122366393;4675.122862389;11;48165;48165;chromium;495996;66978;562974;3240552;3736548
4675.122788231;4675.122873974;0;2376;2376;gnome-shell;85743;5052152;5137895;5886346;5972089
4675.122861013;4675.123012480;20;48165;48171;Compositor;151467;73955;225422;119548;271015
4675.123040415;4675.123092864;14;48165;48169;Chrome_ChildIOT;52449;4001256;4053705;4048237;4100686
4675.123143271;4675.123231998;17;4140;4230;Chrome_ChildIOT;88727;28693657;28782384;28790597;28879324
4675.123263481;4675.123309339;14;48165;48169;Chrome_ChildIOT;45858;170617;216475;223066;268924
4675.123367290;4675.123490612;20;48165;48171;Compositor;123322;354810;478132;506277;629599
4675.123500682;4675.123549259;17;4140;4230;Chrome_ChildIOT;48577;268684;317261;357411;405988
4675.123515107;4675.123551775;11;48165;48165;chromium;36668;652718;689386;1148714;1185382
4675.123245867;4675.123643590;8;4140;4140;chromium;397723;2959017;3356740;3179597;3577320
4675.123765263;4675.123802669;14;48165;48169;Chrome_ChildIOT;37406;455924;493330;501782;539188
4675.123578058;4675.123881891;12;4140;4232;VizCompositorTh;303833;3213331;3517164;3267738;3571571
4675.123857393;4675.123900033;20;48165;48171;Compositor;42640;366781;409421;490103;532743
4675.123917618;4675.123955969;14;48165;48169;Chrome_ChildIOT;38351;114949;153300;152355;190706
4675.123984749;4675.124012893;20;48165;48171;Compositor;28144;84716;112860;127356;155500
4675.123901876;4675.124252446;8;4140;4140;chromium;350570;258286;608856;656009;1006579
4675.124316361;4675.124335774;8;4140;4140;chromium;19413;63915;83328;414485;433898
4675.124225170;4675.124366622;9;3959;3959;Xwayland;141452;4158094;4299546;4169918;4311370
4675.124365106;4675.124375611;8;4140;4140;chromium;10505;29332;39837;48745;59250
4675.124376782;4675.124384982;9;3959;3959;Xwayland;8200;10160;18360;151612;159812
4675.124384374;4675.124393903;8;4140;4140;chromium;9529;8763;18292;19268;28797
4675.124394803;4675.124403061;9;3959;3959;Xwayland;8258;9821;18079;18021;26279
4675.124402068;4675.124444151;8;4140;4140;chromium;42083;8165;50248;17694;59777
4675.124417410;4675.124458091;12;4140;4232;VizCompositorTh;40681;535519;576200;839352;880033
4675.124419542;4675.124491491;0;2376;2376;gnome-shell;71949;1545568;1617517;1631311;1703260
4675.124606419;4675.124622386;12;7180;7180;kitty;15967;50043145;50059112;50072748;50088715
4675.127057022;4675.127068570;20;49599;49599;kworker/20:1;11548;6957546;6969094;6967892;6979440
4675.131807899;4675.131831147;20;49599;49599;kworker/20:1;23248;4739329;4762577;4750877;4774125
4675.131880545;4675.132073230;0;2376;2376;gnome-shell;192685;7389054;7581739;7461003;7653688
4675.132103817;4675.132154078;9;3959;3959;Xwayland;50261;7700756;7751017;7709014;7759275
4675.147385800;4675.147599636;11;48165;48165;chromium;213836;23834025;24047861;23870693;24084529
4675.147450181;4675.147764345;2;4144;4150;Chrome_ChildIOT;314164;45680253;45994417;45805272;46119436
4675.147771580;4675.147867378;14;48165;48169;Chrome_ChildIOT;95798;23815611;23911409;23853962;23949760
4675.148114517;4675.148187203;2;4144;4150;Chrome_ChildIOT;72686;350172;422858;664336;737022
4675.147900925;4675.148556464;11;48165;48165;chromium;655539;301289;956828;515125;1170664
4675.150225515;4675.150239672;23;16;16;rcu_preempt;14157;44026699;44040856;44042943;44057100
4675.151336756;4675.151348881;20;308;308;kworker/u65:0;12125;28570041;28582166;28587247;28599372
4675.150184338;4675.151380228;0;2376;2376;gnome-shell;1195890;18111108;19306998;18303793;19499683
4675.151286722;4675.151417806;2;4144;4150;Chrome_ChildIOT;131084;3099519;3230603;3172205;3303289
4675.151397945;4675.151462098;9;3959;3959;Xwayland;64153;19243867;19308020;19294128;19358281
4675.151512502;4675.151602727;8;4140;4140;chromium;90225;27068351;27158576;27110434;27200659
4675.151598969;4675.151634122;9;3959;3959;Xwayland;35153;136871;172024;201024;236177
4675.151630235;4675.151664285;8;4140;4140;chromium;34050;27508;61558;117733;151783
4675.151664843;4675.151685124;9;3959;3959;Xwayland;20281;30721;51002;65874;86155
4675.151683463;4675.151704504;8;4140;4140;chromium;21041;19178;40219;53228;74269
4675.151705450;4675.151724429;9;3959;3959;Xwayland;18979;20326;39305;40607;59586
4675.151722307;4675.151742227;8;4140;4140;chromium;19920;17803;37723;38844;58764
4675.151743619;4675.151763390;9;3959;3959;Xwayland;19771;19190;38961;38169;57940
4675.151761124;4675.151855153;8;4140;4140;chromium;94029;18897;112926;38817;132846
4675.151879498;4675.152035316;12;4140;4232;VizCompositorTh;155818;27421407;27577225;27462088;27617906
4675.152056269;4675.152129070;14;48165;48169;Chrome_ChildIOT;72801;4188891;4261692;4284689;4357490
4675.152180781;4675.152381163;20;48165;48171;Compositor;200382;28167888;28368270;28196032;28396414
4675.153573279;4675.153591340;20;49599;49599;kworker/20:1;18061;21742132;21760193;21765380;21783441
4675.153624568;4675.153674639;21;308;308;kworker/u65:0;50071;2275687;2325758;2287812;2337883
4675.152316797;4675.153759954;11;48165;48165;chromium;1443157;3760333;5203490;4415872;5859029
4675.153763022;4675.153884959;20;48165;48171;Compositor;121937;1381859;1503796;1582241;1704178
4675.153937260;4675.154026392;17;4140;4230;Chrome_ChildIOT;89132;30388001;30477133;30436578;30525710
4675.154149811;4675.154161618;21;49600;49600;kworker/21:0;11807;251780225;251792032;251801809;251813616
4675.154062800;4675.154210298;12;4140;4232;VizCompositorTh;147498;2027484;2174982;2183302;2330800
4675.156159750;4675.156196231;21;308;308;kworker/u65:0;36481;2485111;2521592;2535182;2571663
4675.156196231;4675.156228565;21;389;389;kworker/21:1H;32334;999985503;1000017837;1000021037;1000053371
4675.156187465;4675.156389413;0;2376;2376;gnome-shell;201948;4807237;5009185;6003127;6205075
4675.156971496;4675.157137624;8;4140;4140;chromium;166128;5116343;5282471;5210372;5376500
4675.157851128;4675.157896660;4;48165;48948;ThreadPoolForeg;45532;1000057604;1000103136;1000143868;1000189400
4675.157876816;4675.157901995;5;48165;48912;ThreadPoolForeg;25179;999994021;1000019200;1000093644;1000118823
4675.157877958;4675.157920641;9;48165;48949;ThreadPoolForeg;42683;999994142;1000036825;1000034389;1000077072
4675.157913451;4675.157943043;8;48165;48888;ThreadPoolForeg;29592;999981044;1000010636;1000032151;1000061743
4675.157909855;4675.157966560;21;48165;48909;ThreadPoolForeg;56705;1000061922;1000118627;1000097291;1000153996
4675.157931834;4675.157973485;20;48165;48887;ThreadPoolForeg;41651;1000056327;1000097978;1001099908;1001141559
4675.157949762;4675.158009304;30;48165;48886;ThreadPoolForeg;59542;1000102462;1000162004;1000699875;1000759417
4675.157951009;4675.158025514;26;48165;48908;ThreadPoolForeg;74505;1000076213;1000150718;1000332791;1000407296
4675.157968341;4675.158026287;27;48165;48884;ThreadPoolForeg;57946;1000055889;1000113835;1000182135;1000240081
4675.158022150;4675.158030610;30;48165;48886;ThreadPoolForeg;8460;12846;21306;72388;80848
4675.157969156;4675.158035127;13;48165;48889;ThreadPoolForeg;65971;1000080111;1000146082;1001455687;1001521658
4675.157950994;4675.158041167;25;48165;48892;ThreadPoolForeg;90173;1000073625;1000163798;1001251373;1001341546
4675.158035524;4675.158051856;27;48165;48884;ThreadPoolForeg;16332;9237;25569;67183;83515
4675.158038375;4675.158090141;30;48165;48886;ThreadPoolForeg;51766;7765;59531;16225;67991
4675.158024470;4675.158098463;28;48165;48882;ThreadPoolForeg;73993;1000050659;1000124652;1000636372;1000710365
4675.158099788;4675.158106756;30;148;148;migration/30;6968;999911752;999918720;999930579;999937547
4675.158102125;4675.158123215;17;48165;48890;ThreadPoolForeg;21090;1000109382;1000130472;1000137669;1000158759
4675.158123215;4675.158164750;17;70;70;migration/17;41535;799948682;799990217;799981937;800023472
4675.158029262;4675.158167456;8;48165;48880;ThreadPoolForeg;138194;999998628;1000136822;1000008897;1000147091
4675.158146511;4675.158171004;30;48165;48886;ThreadPoolForeg;24493;56370;80863;108136;132629
4675.158110176;4675.158172768;7;48165;48947;ThreadPoolForeg;62592;1000102219;1000164811;1000223304;1000285896
4675.158171004;4675.158177390;30;148;148;migration/30;6386;64248;70634;71216;77602
4675.158167397;4675.158178128;28;48165;48882;ThreadPoolForeg;10731;68934;79665;142927;153658
4675.158151791;4675.158180294;4;48165;48890;ThreadPoolForeg;28503;28576;57079;49666;78169
4675.158172320;4675.158186678;23;16;16;rcu_preempt;14358;7932648;7947006;7946805;7961163
4675.158171625;4675.158198769;16;272;272;kworker/16:1;27144;255830333;255857477;255869941;255897085
4675.158157482;4675.158205164;15;48165;48891;ThreadPoolForeg;47682;1000128740;1000176422;1000321614;1000369296
4675.158092787;4675.158223668;1;48165;48911;ThreadPoolForeg;130881;1000123455;1000254336;1000138796;1000269677
4675.158345477;4675.158354356;28;48165;48882;ThreadPoolForeg;8879;167349;176228;178080;186959
4675.158367429;4675.158388946;28;48165;48885;ThreadPoolForeg;21517;999995264;1000016781;1000192730;1000214247
4675.158321284;4675.158400967;7;48165;48947;ThreadPoolForeg;79683;148516;228199;211108;290791
4675.158358170;4675.158428003;4;48165;48893;ThreadPoolForeg;69833;999991466;1000061299;1000064545;1000134378
4675.158385741;4675.158477347;6;48165;48881;ThreadPoolForeg;91606;1000015414;1000107020;1000121093;1000212699
4675.158498532;4675.158523072;15;48165;48891;ThreadPoolForeg;24540;293368;317908;341050;365590
4675.158462281;4675.158549655;21;48165;48890;ThreadPoolForeg;87374;281987;369361;310490;397864
4675.158517243;4675.158573432;18;48165;48883;ThreadPoolForeg;56189;1000097898;1000154087;1000369838;1000426027
4675.158617698;4675.158649855;27;48165;48885;ThreadPoolForeg;32157;228752;260909;250269;282426
4675.158639178;4675.158664709;7;48165;48947;ThreadPoolForeg;25531;238211;263742;317894;343425
4675.158535938;4675.158706836;28;48165;48882;ThreadPoolForeg;170898;181582;352480;190461;361359
4675.158768364;4675.158866172;15;48165;48891;ThreadPoolForeg;97808;245292;343100;269832;367640
4675.158878249;4675.158914776;18;48165;48883;ThreadPoolForeg;36527;304817;341344;361006;397533
4675.158991778;4675.159076422;27;48165;48885;ThreadPoolForeg;84644;341923;426567;374080;458724
4675.159071874;4675.159134817;7;48165;48947;ThreadPoolForeg;62943;407165;470108;432696;495639
4675.166173363;4675.166187997;23;16;16;rcu_preempt;14634;7986685;8001319;8001043;8015677
4675.166173375;4675.166190896;20;48263;48263;kworker/u64:9;17521;69783685;69801206;69810398;69827919
4675.166614294;4675.166629490;20;48263;48263;kworker/u64:9;15196;423398;438594;440919;456115
4675.167823544;4675.167882007;22;48165;48879;ThreadPoolForeg;58463;1000121867;1000180330;1000126498;1000184961
4675.169923985;4675.170025767;11;48165;48165;chromium;101782;16164031;16265813;17607188;17708970
4675.170171000;4675.170189326;20;48263;48263;kworker/u64:9;18326;3541510;3559836;3556706;3575032
4675.170466730;4675.170481990;20;48263;48263;kworker/u64:9;15260;277404;292664;295730;310990
4675.174747615;4675.174789496;12;7180;7180;kitty;41881;50125229;50167110;50141196;50183077
4675.185232389;4675.185397592;20;48165;48171;Compositor;165203;31347430;31512633;31469367;31634570
4675.185328280;4675.185484253;12;4140;4232;VizCompositorTh;155973;31117982;31273955;31265480;31421453
4675.185441016;4675.185537662;16;48165;48167;ThreadPoolForeg;96646;62687435;62784081;62900163;62996809
4675.185500697;4675.185571843;14;48165;48169;Chrome_ChildIOT;71146;33371627;33442773;33444428;33515574
4675.185548220;4675.185734591;20;48165;48171;Compositor;186371;150628;336999;315831;502202
4675.185764030;4675.185854451;17;4140;4230;Chrome_ChildIOT;90421;31737638;31828059;31826770;31917191
4675.185886485;4675.186004423;12;4140;4232;VizCompositorTh;117938;402232;520170;558205;676143
4675.188267828;4675.188478068;11;48165;48165;chromium;210240;18242061;18452301;18343843;18554083
4675.188462797;4675.188575493;20;48165;48171;Compositor;112696;2728206;2840902;2914577;3027273
4675.188603349;4675.190121611;11;48165;48165;chromium;1518262;125281;1643543;335521;1853783
4675.190043884;4675.190151826;20;48165;48171;Compositor;107942;1468391;1576333;1581087;1689029
4675.190157803;4675.190176168;13;48263;48263;kworker/u64:9;18365;19675813;19694178;19691073;19709438
4675.190642979;4675.190670827;13;48263;48263;kworker/u64:9;27848;466811;494659;485176;513024
4675.190670827;4675.190700255;13;36012;36012;kworker/13:0;29428;288320537;288349965;288366158;288395586
4675.196321822;4675.196587002;2;4144;4150;Chrome_ChildIOT;265180;44904016;45169196;45035100;45300280
4675.196596174;4675.196684297;14;48165;48169;Chrome_ChildIOT;88123;11024331;11112454;11095477;11183600
4675.196909414;4675.196979513;2;4144;4150;Chrome_ChildIOT;70099;322412;392511;587592;657691
4675.198205856;4675.198219506;23;16;16;rcu_preempt;13650;32017859;32031509;32032493;32046143
4675.200083654;4675.200228318;2;4144;4150;Chrome_ChildIOT;144664;3104141;3248805;3174240;3318904
4675.201150262;4675.203150962;16;48165;48167;ThreadPoolForeg;2000700;15612600;17613300;15709246;17709946
4675.201524200;4675.203451544;0;48165;48168;ThreadPoolForeg;1927344;135535663;137463007;136349596;138276940
4675.206155789;4675.206171735;23;16;16;rcu_preempt;15946;7936283;7952229;7949933;7965879
4675.206287601;4675.206317266;8;48165;48869;ThreadPoolForeg;29665;152406236;152435901;153090263;153119928
4675.196714934;4675.206421041;11;48165;48165;chromium;9706107;6593323;16299430;8111585;17817692
4675.206376093;4675.206422225;6;48165;48871;ThreadPoolForeg;46132;152580569;152626701;152714575;152760707
4675.206239467;4675.206433226;16;48165;48167;ThreadPoolForeg;193759;3088505;3282264;5089205;5282964
4675.206339701;4675.206439884;5;48165;48870;ThreadPoolForeg;100183;152813813;152913996;153561886;153662069
4675.206182233;4675.206484163;0;48165;48168;ThreadPoolForeg;301930;2730689;3032619;4658033;4959963
4675.206497944;4675.206636302;0;48165;48168;ThreadPoolForeg;138358;13781;152139;315711;454069
4675.206325955;4675.206754163;8;48165;48869;ThreadPoolForeg;428208;8689;436897;38354;466562
4675.206779506;4675.206821319;8;48165;48869;ThreadPoolForeg;41813;25343;67156;453551;495364
4675.206429317;4675.206842481;23;48165;48872;ThreadPoolForeg;413164;152895071;153308235;152915560;153328724
4675.206447350;4675.206852981;16;48165;48167;ThreadPoolForeg;405631;14124;419755;207883;613514
4675.206448031;4675.206864767;5;48165;48870;ThreadPoolForeg;416736;8147;424883;108330;525066
4675.206863080;4675.206879529;16;48165;48167;ThreadPoolForeg;16449;10099;26548;415730;432179
4675.206286779;4675.206896409;14;48165;48868;ThreadPoolForeg;609630;152830559;153440189;153013712;153623342
4675.206429542;4675.206896990;6;48165;48871;ThreadPoolForeg;467448;7317;474765;53449;520897
4675.206851886;4675.206998628;23;48165;48872;ThreadPoolForeg;146742;9405;156147;422569;569311
4675.206447494;4675.207196440;11;48165;48165;chromium;748946;26453;775399;9732560;10481506
4675.206645173;4675.207251556;0;48165;48168;ThreadPoolForeg;606383;8871;615254;147229;753612
4675.207630401;4675.207694684;16;48165;48167;ThreadPoolForeg;64283;750872;815155;767321;831604
4675.210477796;4675.210925375;16;48165;48167;ThreadPoolForeg;447579;2783112;3230691;2847395;3294974
4675.210937409;4675.210965106;16;48165;48167;ThreadPoolForeg;27697;12034;39731;459613;487310
4675.213184927;4675.213231122;20;48165;48171;Compositor;46195;23033101;23079296;23141043;23187238
4675.207324221;4675.213371475;11;48165;48165;chromium;6047254;127781;6175035;876727;6923981
4675.213322278;4675.213383316;14;48165;48169;Chrome_ChildIOT;61038;16637981;16699019;16726104;16787142
4675.213430412;4675.213555228;16;3902;3957;Chrome_IOThread;124816;93077348;93202164;93148102;93272918
4675.213567776;4675.213744444;18;3902;3902;chromium;176668;93085155;93261823;93192184;93368852
4675.218207028;4675.218274856;20;48165;48171;Compositor;67828;4975906;5043734;5022101;5089929
4675.219118187;4675.219255019;12;4140;4232;VizCompositorTh;136832;33113764;33250596;33231702;33368534
4675.219267074;4675.219344341;14;48165;48169;Chrome_ChildIOT;77267;5883758;5961025;5944796;6022063
